price_in_rp,lat,long,facilities,property_type,ads_id,land_size_m2,building_size_m2,certificate,year_built,property_condition,building_orientation,furnishing
381,278,263,27,0,1958,372,185,4,39,3,6,4
381,278,263,12,0,1693,372,185,4,39,3,6,4
545,278,263,4,0,1448,10,247,4,38,3,6,3
439,278,263,27,0,1441,406,220,4,39,3,6,0
439,278,263,26,0,1440,406,220,4,39,3,6,0
439,278,263,26,0,1439,406,220,4,39,3,6,4
439,278,263,1,0,1438,406,220,4,39,3,6,4
439,278,263,27,0,1437,406,220,4,39,3,6,4
13,278,263,2,0,1376,406,320,4,37,3,6,3
368,278,263,1,0,1366,372,185,4,39,3,6,4
368,278,263,25,0,1364,372,185,4,39,3,6,0
381,278,263,25,0,1217,372,185,4,39,3,1,4
381,278,263,25,0,1214,372,185,4,39,3,1,4
381,278,263,25,0,1211,372,185,4,39,3,6,4
444,278,263,25,0,821,406,204,4,39,3,6,4
29,278,263,25,0,817,406,320,4,39,3,6,4
565,278,263,25,0,816,45,227,4,37,3,6,4
346,278,263,25,0,805,377,185,4,39,3,6,4
440,287,67,6,0,2241,358,255,4,39,3,6,3
512,287,67,19,0,1786,347,213,4,39,3,0,4
457,287,67,2,0,2368,358,255,4,39,3,6,4
355,287,67,4,0,2311,347,110,1,39,3,0,4
510,287,67,5,0,2301,377,276,1,39,3,0,4
483,287,67,22,0,2242,347,157,4,36,1,4,4
568,287,67,4,0,1712,347,281,4,36,1,6,0
558,287,67,5,0,822,372,312,4,39,2,6,0
303,287,67,23,0,622,349,204,4,39,3,6,0
325,287,67,23,0,812,77,204,4,0,3,0,4
322,287,67,26,0,786,347,204,4,39,3,5,4
512,287,67,25,0,758,372,255,4,39,3,6,4
484,287,67,25,0,759,372,255,4,39,3,5,4
308,300,147,20,0,640,377,185,4,32,6,4,4
267,300,147,1,0,1508,377,220,4,35,1,4,4
276,300,147,6,0,2339,377,185,4,39,3,4,4
192,300,147,11,0,2250,368,185,4,36,3,4,4
345,300,147,11,0,2244,362,210,4,0,3,2,0
160,300,147,22,0,1942,347,185,4,39,3,6,4
213,300,147,26,0,897,377,220,4,27,1,2,4
325,300,147,23,0,807,77,204,4,0,3,0,4
325,300,147,23,0,806,77,204,4,0,3,0,4
272,327,81,3,0,2214,377,185,4,39,3,6,2
161,327,81,22,0,637,422,1,4,0,1,0,4
188,327,81,20,0,574,1,276,3,36,3,1,0
77,279,273,26,0,403,63,71,4,29,1,6,4
507,279,273,4,0,1446,292,177,4,0,1,0,4
40,279,273,23,0,950,144,139,4,27,1,0,4
330,293,109,20,0,662,410,204,3,39,3,6,4
250,293,109,11,0,2228,377,185,4,38,0,0,4
311,293,109,26,0,1488,347,165,4,39,3,0,4
305,293,109,26,0,1487,347,185,4,39,3,0,4
292,293,109,26,0,1483,347,185,4,39,3,0,4
282,293,109,26,0,1430,347,185,4,39,3,0,4
213,293,109,20,0,1174,406,213,4,37,6,6,0
325,293,109,23,0,809,77,204,4,0,3,0,4
325,293,109,23,0,808,77,204,4,0,3,0,4
547,317,108,23,0,679,420,278,4,39,3,4,4
425,326,154,15,0,2412,347,265,4,0,3,0,3
457,292,54,26,0,2387,358,255,4,39,3,6,4
205,292,54,0,0,1912,362,220,4,0,3,0,4
512,292,54,25,0,757,372,255,4,39,3,7,4
378,296,332,5,0,1899,58,1,1,0,1,4,4
246,296,332,27,0,1418,377,268,1,39,4,4,4
242,296,332,22,0,779,416,245,1,39,6,4,4
242,296,332,22,0,778,416,245,1,39,6,4,4
242,296,332,22,0,778,416,245,1,39,6,4,4
308,324,102,7,0,2290,377,185,1,36,1,6,4
561,248,282,23,0,818,17,275,4,39,3,4,3
266,291,241,25,0,1166,20,67,4,38,3,1,3
277,328,30,25,0,1152,357,179,4,17,1,6,3
378,290,21,11,0,580,377,165,4,29,4,0,4
442,274,156,11,0,292,399,220,4,0,1,0,4
34,274,156,11,0,86,37,1,4,0,0,0,4
229,274,156,7,0,2125,347,204,4,39,3,4,3
34,274,156,11,0,689,37,1,4,0,1,0,4
442,274,156,11,0,364,399,220,4,0,1,0,4
164,274,156,11,0,546,111,96,4,0,1,5,4
506,274,156,4,0,197,377,304,4,39,3,0,3
342,274,156,0,0,367,379,231,4,0,3,0,3
551,274,156,4,0,1343,327,304,4,39,3,6,4
497,274,156,3,0,1330,418,286,4,39,3,6,4
437,274,156,26,0,1074,388,220,4,38,3,6,4
567,274,156,25,0,1047,377,293,4,39,3,0,4
556,274,156,4,0,1313,369,312,4,39,3,0,4
512,274,156,3,0,1306,372,281,4,39,3,6,3
341,274,156,1,0,1514,362,204,4,39,3,6,4
571,274,156,25,0,1287,413,1,4,39,3,6,4
34,274,156,25,0,1231,111,183,4,0,1,6,3
242,274,156,20,0,2836,347,204,4,39,3,4,0
423,274,156,3,0,2683,388,245,4,39,3,0,4
450,274,156,25,0,2819,372,231,4,39,3,0,3
556,274,156,3,0,1513,415,286,4,39,3,6,3
540,274,156,1,0,1764,304,293,4,39,3,6,3
27,274,156,20,0,2522,372,1,4,39,7,0,1
43,274,156,23,0,2527,360,316,4,39,7,0,1
1,274,156,11,0,2530,1,302,4,39,7,0,1
156,274,156,23,0,2577,347,185,4,39,3,6,4
47,253,208,2,0,1961,388,5,4,39,0,4,3
378,257,232,2,0,609,354,191,4,39,1,0,4
545,257,232,26,0,1212,349,290,4,39,1,0,4
34,257,232,11,0,358,432,290,4,0,0,0,4
484,257,232,26,0,616,351,265,4,39,1,0,4
408,257,232,20,0,1296,413,204,4,39,3,4,4
368,257,232,0,0,886,379,204,4,39,3,0,4
557,257,232,11,0,63,416,276,4,39,3,0,4
452,257,232,20,0,888,347,242,4,39,3,0,4
417,257,232,11,0,2779,347,223,4,39,3,0,4
572,257,232,11,0,2871,10,255,4,0,0,0,4
572,257,232,11,0,2871,10,255,4,0,0,0,4
527,257,232,11,0,541,406,227,4,0,1,2,4
5,257,232,25,0,1881,368,276,4,38,0,0,0
509,257,232,22,0,2724,347,289,4,38,2,0,0
557,257,232,1,0,135,372,276,4,39,1,0,4
130,257,232,7,0,1076,88,312,4,31,1,0,3
472,257,232,3,0,2119,351,276,4,39,3,0,4
512,257,232,4,0,1272,3,290,4,39,3,1,3
533,257,232,22,0,250,335,255,4,39,2,6,4
558,257,232,11,0,646,108,39,4,0,1,0,4
453,257,232,25,0,2592,337,242,4,39,1,0,4
80,257,232,11,0,2519,383,309,4,39,7,0,1
73,257,232,26,0,2523,416,312,4,37,7,0,1
93,257,232,0,0,2528,82,309,4,38,7,0,1
540,257,232,23,0,2531,342,288,4,39,7,0,1
389,257,232,25,0,2583,349,191,4,39,1,0,4
389,257,232,25,0,2583,349,191,4,39,1,0,4
389,257,232,25,0,2583,349,191,4,39,1,0,4
448,257,232,6,0,2567,420,220,4,0,1,0,4
442,288,98,11,0,592,404,231,1,0,1,0,4
303,288,98,23,0,630,347,185,4,39,1,0,4
254,288,98,27,0,2145,360,185,4,41,3,4,4
283,288,98,23,0,1826,383,185,4,39,0,0,4
327,288,98,1,0,2133,377,185,4,39,3,0,4
349,288,98,25,0,2135,407,185,4,39,0,0,2
139,288,98,6,0,1941,304,185,4,39,3,6,0
385,288,98,20,0,1539,383,185,4,39,3,0,4
283,288,98,25,0,1249,360,185,4,39,3,2,4
256,288,98,22,0,801,388,136,4,36,3,6,4
225,288,98,3,0,2458,347,204,4,39,3,4,4
139,288,98,4,0,2502,283,185,4,39,3,4,4
76,288,98,4,0,2540,331,185,4,39,3,2,4
85,258,107,20,0,2140,19,312,4,0,1,0,4
530,258,107,4,0,1877,304,304,4,39,3,0,4
416,258,107,27,0,1540,372,227,4,39,3,6,4
497,258,107,3,0,1031,418,276,4,39,3,6,4
423,258,107,3,0,2772,388,231,4,39,3,0,4
454,258,107,4,0,1976,358,255,4,39,3,6,3
467,258,107,3,0,1975,10,245,4,39,3,6,4
412,258,107,3,0,1022,407,231,4,39,3,6,4
592,258,107,4,0,1887,399,320,4,39,3,4,4
496,258,107,4,0,1312,420,276,4,39,3,0,4
404,258,107,4,0,1560,372,227,4,39,3,6,4
488,258,107,20,0,1085,304,276,4,39,3,6,0
496,258,107,4,0,2193,369,247,4,39,3,6,4
412,258,107,1,0,967,407,231,4,39,3,6,4
478,258,107,27,0,964,372,245,4,39,3,4,3
506,258,107,5,0,2866,372,311,4,39,3,0,3
558,258,107,3,0,28,347,293,4,39,3,0,4
454,258,107,27,0,972,347,255,4,39,3,6,3
335,258,107,12,0,2100,377,220,4,39,3,4,4
408,258,107,3,0,1561,377,227,4,39,3,1,4
406,258,107,27,0,1565,372,227,4,39,3,4,4
454,258,107,4,0,2049,372,220,4,39,3,4,3
581,258,107,4,0,2048,372,19,4,39,3,4,4
26,284,201,11,0,260,406,288,1,0,0,0,4
500,284,201,11,0,849,432,274,1,0,1,0,4
85,284,201,11,0,492,377,312,4,0,1,6,4
442,284,201,11,0,981,377,281,1,0,1,4,4
484,284,201,1,0,163,347,255,4,39,1,0,4
442,284,201,11,0,587,377,281,0,0,1,4,4
442,284,201,11,0,586,377,281,1,0,1,4,4
5,284,201,11,0,357,410,231,4,0,0,0,4
85,284,201,11,0,493,377,312,4,0,1,6,4
320,284,201,0,0,885,347,195,4,39,3,0,4
442,284,201,11,0,983,377,281,1,0,1,4,4
85,284,201,11,0,489,377,312,4,0,1,6,4
500,284,201,11,0,431,432,274,1,0,1,0,4
319,284,201,27,0,663,347,195,4,39,1,0,4
512,284,201,22,0,513,406,278,4,39,1,0,4
584,284,201,23,0,95,403,276,4,39,1,0,4
466,284,201,27,0,2142,395,220,4,37,3,0,4
442,284,201,11,0,2694,395,185,4,38,3,0,4
385,284,201,22,0,1541,383,185,4,39,3,0,4
592,284,201,25,0,1267,426,1,4,39,3,6,4
478,284,201,22,0,1512,362,247,4,39,0,6,4
465,284,201,25,0,1509,362,247,4,39,3,6,4
346,284,201,25,0,2574,347,195,4,39,1,0,4
127,256,128,11,0,847,98,66,4,0,1,1,4
85,256,128,11,0,479,377,43,4,0,1,1,4
135,256,128,11,0,304,426,9,4,0,1,0,4
465,256,128,25,0,1782,275,271,4,39,3,0,3
580,256,128,11,0,656,17,312,4,0,1,0,4
127,256,128,11,0,845,98,66,4,0,1,1,4
64,256,128,11,0,325,111,16,4,0,1,0,4
64,256,128,11,0,133,23,84,4,0,1,0,4
64,256,128,11,0,334,23,84,4,0,1,0,4
127,256,128,11,0,533,98,66,4,0,1,1,4
85,256,128,11,0,477,377,43,4,0,1,1,4
209,256,128,0,0,418,372,220,4,36,4,0,4
106,256,128,25,0,2520,406,61,4,39,7,0,1
66,256,128,23,0,2529,368,312,4,38,7,0,1
77,282,240,11,0,270,96,7,4,0,1,0,4
5,282,240,11,0,300,410,231,4,0,0,0,4
77,282,240,11,0,308,96,7,4,0,1,0,4
527,282,240,11,0,540,406,227,4,0,1,2,4
572,282,240,11,0,16,10,255,4,0,0,0,4
572,282,240,11,0,10,10,255,4,0,0,0,4
77,282,240,11,0,347,96,7,4,0,1,0,4
557,282,240,11,0,64,416,276,4,39,3,0,4
34,282,240,11,0,299,432,290,4,0,0,0,4
5,282,240,11,0,412,37,43,4,0,1,4,4
77,282,240,11,0,189,96,7,4,0,1,0,4
47,282,240,2,0,2606,149,84,4,0,1,0,4
1,282,240,22,0,2576,67,43,4,0,1,0,4
543,272,207,25,0,2754,375,258,4,39,1,0,4
15,272,207,11,0,410,416,276,4,0,1,2,4
85,272,207,11,0,966,26,50,4,0,1,1,4
115,272,207,20,0,1802,12,55,4,0,1,0,4
115,272,207,20,0,1801,12,55,4,0,1,0,4
115,272,207,11,0,311,12,55,4,0,1,0,4
142,272,207,11,0,573,81,19,4,0,1,1,4
85,272,207,20,0,1532,26,50,4,0,1,1,4
85,272,207,11,0,965,26,50,4,0,1,1,4
142,272,207,11,0,572,81,19,4,0,1,1,4
164,272,207,11,0,545,111,96,4,0,1,5,4
85,272,207,11,0,593,26,50,4,0,1,1,4
512,272,207,23,0,2811,372,274,4,39,2,6,4
383,272,207,20,0,1824,331,245,4,39,3,0,4
592,272,207,5,0,2591,377,276,4,39,1,1,4
34,276,139,11,0,291,37,1,4,0,0,0,4
34,276,139,11,0,331,37,1,4,0,0,0,4
336,276,139,10,0,2104,406,245,4,39,3,4,4
135,235,143,11,0,268,426,9,4,0,1,0,4
484,235,143,11,0,685,377,216,4,0,1,7,4
574,235,143,3,0,1781,407,1,4,0,4,6,4
438,235,143,11,0,116,293,205,4,0,1,0,3
580,235,143,11,0,657,416,255,0,0,1,0,4
135,235,143,11,0,351,426,9,4,0,1,0,4
85,235,143,11,0,9,19,312,4,0,0,0,4
127,235,143,11,0,534,98,66,4,0,1,1,4
85,235,143,11,0,478,377,43,4,0,1,1,4
185,235,143,11,0,253,58,28,4,0,1,0,4
135,235,143,11,0,202,426,9,4,0,1,0,4
191,235,143,11,0,188,20,43,4,0,1,0,4
64,235,143,11,0,134,111,16,4,0,1,0,4
194,235,143,0,0,2701,0,0,4,30,0,0,0
74,235,143,2,0,1066,347,284,4,39,1,4,4
584,235,143,3,0,1850,372,19,4,39,3,4,4
277,235,143,0,0,1500,277,123,4,0,1,0,3
512,235,143,27,0,2780,360,290,4,39,3,1,4
182,235,143,20,0,1494,37,80,4,39,3,1,0
554,235,143,3,0,1273,3,290,4,39,3,1,3
125,235,143,22,0,2698,81,111,4,38,3,6,0
420,235,143,23,0,860,376,200,4,17,1,6,4
454,235,143,1,0,2747,347,276,4,39,3,0,3
164,235,143,11,0,11,37,300,4,0,0,0,4
34,235,143,11,0,668,58,312,4,22,1,4,0
359,235,143,5,0,2589,388,185,4,39,3,4,4
70,235,143,11,0,2524,335,317,4,38,7,0,1
74,235,143,20,0,2533,351,284,4,39,7,0,1
88,235,143,11,0,2538,375,302,4,39,7,0,1
30,235,143,26,0,2556,423,309,4,39,3,6,4
276,273,118,26,0,1642,369,204,4,39,3,6,0
85,273,118,11,0,15,19,312,4,0,1,0,4
484,273,118,11,0,831,377,216,4,0,1,7,4
442,273,118,11,0,958,404,231,1,0,1,0,4
442,273,118,11,0,591,404,231,1,0,1,0,4
34,273,118,5,0,2150,37,220,4,38,3,0,4
85,273,118,11,0,13,19,312,4,0,0,0,4
85,273,118,11,0,2875,19,312,4,0,1,6,4
213,273,118,26,0,2830,347,204,4,39,3,4,3
484,273,118,11,0,833,377,216,4,0,1,7,4
172,273,118,2,0,373,304,185,4,39,3,6,3
50,273,118,11,0,552,416,66,4,0,1,4,4
558,273,118,11,0,346,403,296,4,0,1,0,4
42,273,118,11,0,394,96,320,4,0,1,6,4
50,273,118,11,0,551,416,66,4,0,1,4,4
484,273,118,11,0,684,377,216,4,0,1,7,4
500,273,118,11,0,370,377,213,0,0,1,0,4
484,273,118,11,0,832,377,216,4,0,1,7,4
5,273,118,11,0,388,406,204,4,0,1,0,4
560,273,118,9,0,515,3,290,4,39,3,1,3
560,273,118,3,0,2651,3,314,4,39,3,1,3
336,273,118,25,0,1108,347,220,4,39,3,6,3
34,273,118,3,0,2770,406,286,4,38,3,6,3
484,273,118,20,0,2831,372,275,4,39,1,6,4
412,273,118,11,0,2833,369,195,4,39,3,6,4
562,273,118,4,0,2159,406,220,4,38,3,0,4
574,273,118,1,0,1844,372,22,4,39,3,4,4
578,273,118,2,0,1849,372,19,4,39,3,4,4
121,273,118,5,0,653,44,39,4,39,3,6,4
205,273,118,26,0,397,354,204,4,39,3,4,3
164,273,118,9,0,1602,70,29,4,39,3,4,4
165,273,118,3,0,1587,304,185,4,39,3,6,3
512,273,118,3,0,1274,3,290,4,39,3,1,3
264,273,118,25,0,1277,331,213,4,39,3,4,4
359,273,118,25,0,2040,379,220,4,0,3,6,4
91,273,118,17,0,1795,37,292,4,39,3,0,4
139,273,118,11,0,1013,304,185,4,39,2,4,3
164,273,118,25,0,384,20,5,4,38,3,4,2
64,273,118,26,0,2826,406,304,4,38,3,6,4
352,273,118,25,0,1342,377,220,4,0,3,6,4
421,273,118,11,0,107,318,265,4,39,3,4,0
91,273,118,11,0,144,156,55,0,0,1,0,3
489,273,118,7,0,2566,388,255,4,39,3,4,3
38,273,118,5,0,2564,38,278,4,39,3,4,3
34,251,284,11,0,227,432,290,4,0,0,0,4
34,251,284,11,0,263,432,290,4,0,0,0,4
465,251,284,4,0,2118,351,276,4,0,3,0,4
545,270,243,22,0,1060,372,275,4,39,3,1,4
442,286,163,11,0,256,399,220,4,0,1,0,4
442,286,163,11,0,248,399,220,4,0,1,0,4
460,286,163,11,0,392,412,220,4,0,1,2,4
512,286,163,22,0,2854,19,48,4,35,2,4,4
460,286,163,0,0,1633,412,220,4,0,1,2,3
27,260,181,25,0,579,377,293,4,39,3,0,4
27,260,181,25,0,579,377,293,4,39,3,0,4
592,260,181,26,0,2791,377,286,4,39,1,6,4
574,260,181,22,0,1278,337,281,4,39,3,4,4
166,260,181,11,0,514,48,71,4,39,3,1,4
102,260,181,20,0,2537,393,43,4,39,7,0,1
592,260,181,20,0,2536,377,286,4,39,7,0,1
494,262,248,0,0,1581,377,213,4,39,3,1,4
54,262,248,2,0,1228,207,164,4,0,1,0,3
85,265,194,11,0,490,377,312,4,0,1,6,4
543,250,141,5,0,1511,347,304,4,39,3,0,4
554,250,141,12,0,1718,369,312,4,39,3,0,4
512,250,141,1,0,1875,399,276,4,39,3,6,2
30,250,141,26,0,2565,423,309,4,39,3,6,4
558,263,162,7,0,1608,347,286,4,39,3,0,4
168,263,162,26,0,488,48,84,4,39,3,1,3
336,267,221,7,0,2652,377,231,4,36,6,6,4
587,281,190,25,0,2619,399,276,4,39,3,0,0
587,281,190,25,0,2619,399,276,4,39,3,0,0
587,281,190,25,0,2619,399,276,4,39,3,0,0
529,281,190,20,0,2605,354,276,4,39,3,0,0
30,239,145,26,0,2559,423,309,4,39,3,6,4
30,239,145,26,0,2559,423,309,4,39,3,6,4
95,20,134,0,0,2213,347,36,4,39,1,0,0
247,20,134,0,0,1871,23,66,4,0,1,0,0
247,20,134,0,0,1855,37,96,4,0,1,0,0
189,20,134,0,0,1335,388,55,4,0,1,0,0
255,20,134,0,0,1337,10,95,4,0,1,0,0
157,20,134,0,0,1338,358,71,4,0,1,0,2
146,20,134,0,0,1336,304,31,4,0,3,0,0
115,20,134,11,0,1309,349,48,4,0,1,0,0
214,20,134,0,0,1063,62,129,4,0,1,0,0
214,20,134,0,0,1612,67,43,4,0,1,0,0
157,20,134,0,0,1548,358,71,4,0,1,0,2
273,20,134,0,0,621,69,146,4,32,1,0,0
379,20,134,0,0,1808,196,158,4,0,1,6,0
214,20,134,0,0,1812,86,27,4,0,1,0,0
234,20,134,0,0,1256,122,92,4,27,1,0,0
118,20,134,0,0,2076,406,89,1,0,1,0,0
166,20,134,0,0,2078,331,35,4,0,3,0,0
35,20,134,0,0,2055,254,2,4,0,1,0,3
54,20,134,0,0,1771,243,284,4,0,1,0,0
182,20,134,0,0,1770,30,55,4,0,1,0,0
294,20,134,0,0,1966,5,152,4,0,1,0,0
199,20,134,0,0,1048,67,29,4,32,1,0,0
217,20,134,0,0,1071,99,122,4,0,1,0,0
243,20,134,0,0,1065,111,71,4,0,1,0,0
130,234,188,25,0,428,426,55,4,39,3,4,3
166,234,188,22,0,2665,38,84,4,37,0,1,3
255,234,188,22,0,2185,23,125,4,39,3,6,4
379,234,188,26,0,902,97,158,4,39,3,4,3
182,234,188,11,0,2787,37,111,4,39,3,6,0
251,234,188,0,0,1221,3,133,4,39,3,0,4
166,234,188,22,0,505,37,70,4,39,3,6,4
70,234,188,11,0,581,354,1,4,39,3,6,4
343,234,188,3,0,1325,151,166,4,39,3,0,3
47,157,112,3,0,2243,347,261,1,39,1,0,3
243,157,112,1,0,1655,146,129,4,0,1,0,3
194,212,195,22,0,1630,31,84,4,39,3,1,4
2,0,94,23,0,1853,186,277,4,0,1,6,3
173,0,94,27,0,19,388,324,3,38,3,7,4
219,0,94,25,0,154,1,55,3,0,3,0,4
379,0,94,1,0,57,81,66,3,0,3,0,4
269,0,94,4,0,2162,359,34,4,31,1,4,3
130,0,94,5,0,2114,283,245,3,0,1,0,2
555,0,94,11,0,563,156,221,3,29,1,0,3
183,0,94,0,0,2640,343,277,4,27,2,0,3
183,0,94,0,0,2640,343,277,4,27,2,0,3
2,0,94,4,0,2802,186,277,4,0,2,6,3
21,0,94,27,0,1526,156,221,4,27,1,4,0
524,0,94,23,0,495,130,154,0,36,3,0,4
217,0,94,11,0,2773,1,19,3,38,3,0,4
54,0,94,27,0,65,283,242,0,38,3,0,4
207,0,94,26,0,27,416,23,4,38,3,0,4
35,0,94,0,0,430,146,240,3,0,2,0,3
173,0,94,27,0,2066,399,324,4,39,3,0,4
190,0,94,20,0,519,396,301,4,0,1,0,3
57,0,94,11,0,460,186,256,4,0,3,0,4
10,0,94,0,0,2034,241,232,4,0,1,0,0
394,0,94,27,0,1501,91,96,3,0,1,0,4
357,0,94,0,0,1351,73,48,4,0,0,0,0
175,0,94,25,0,1186,347,55,3,0,3,0,4
329,0,94,9,0,1886,37,96,4,30,1,4,3
369,0,94,25,0,1647,73,100,4,0,1,0,4
108,57,97,0,0,2804,358,43,0,0,0,0,0
413,57,97,23,0,99,130,167,4,0,1,2,3
223,64,95,25,0,2209,81,96,4,0,1,0,0
108,81,82,20,0,606,358,43,0,39,3,0,4
157,81,82,23,0,1804,45,43,4,39,3,0,4
157,81,82,23,0,1804,45,43,4,39,3,0,4
187,81,82,27,0,1811,173,174,4,0,3,0,0
166,81,82,0,0,1582,45,55,4,39,3,0,0
83,81,82,0,0,1583,347,304,4,39,3,0,0
151,81,82,22,0,1586,45,55,4,39,3,0,0
151,81,82,22,0,1586,45,55,4,39,3,0,0
130,81,82,22,0,1062,45,54,4,39,3,0,4
342,72,228,0,0,2838,101,168,4,39,3,0,4
287,72,228,20,0,977,110,178,4,39,3,4,4
342,72,228,0,0,2838,101,168,4,39,3,0,4
229,72,228,0,0,198,80,143,4,39,3,0,4
287,72,228,11,0,977,110,178,4,39,3,4,4
287,72,228,22,0,18,110,168,4,39,3,4,4
223,54,64,22,0,376,50,62,4,0,2,0,4
294,54,64,22,0,1101,73,96,4,37,3,4,4
217,54,64,23,0,1279,130,104,4,0,1,0,4
178,56,271,27,0,1846,111,1,4,36,1,4,4
62,56,271,1,0,2144,393,309,1,39,3,0,4
62,56,271,1,0,2144,393,309,1,39,3,0,4
185,56,271,11,0,254,111,19,4,0,1,0,4
140,56,271,2,0,1973,10,304,1,36,1,6,3
189,56,271,11,0,1018,23,16,0,0,1,0,4
9,56,271,5,0,2650,388,312,4,39,3,6,0
173,56,271,23,0,1609,416,317,4,0,1,0,0
147,162,164,20,0,1044,397,221,4,0,1,0,4
405,162,164,11,0,23,73,193,4,38,3,5,3
180,162,164,11,0,2664,55,232,4,16,4,0,4
183,162,164,22,0,2725,32,256,4,13,1,0,3
278,125,159,11,0,100,320,313,4,31,1,5,0
110,125,159,5,0,1874,56,25,4,29,1,4,3
103,125,159,0,0,643,197,179,4,27,1,0,4
586,125,159,20,0,2737,130,84,4,17,1,1,4
109,171,173,0,0,1831,378,179,4,0,1,0,3
501,171,173,20,0,2693,219,129,4,31,2,4,3
48,171,173,26,0,1292,309,179,4,39,3,0,3
278,171,173,23,0,1187,89,318,4,32,2,6,3
134,171,173,20,0,29,365,208,4,0,1,0,0
223,235,143,0,0,1851,164,144,0,0,1,0,4
47,44,226,20,0,221,243,266,4,0,0,1,0
10,178,183,22,0,691,181,175,4,0,3,0,3
92,178,183,6,0,2062,356,232,4,29,6,0,3
512,91,120,11,0,583,318,278,4,39,3,1,4
27,63,152,11,0,644,225,261,4,39,3,0,4
27,63,152,20,0,1576,225,261,4,39,1,0,4
2,2,136,0,0,1632,234,277,4,0,1,0,0
309,9,104,27,0,379,37,125,4,38,3,4,4
78,46,68,22,0,58,277,211,4,0,2,6,3
295,69,203,5,0,2108,317,226,4,13,1,6,3
310,69,203,23,0,625,381,244,4,28,2,0,4
230,71,237,23,0,508,62,96,4,17,0,1,3
146,71,237,25,0,1574,58,309,4,39,3,4,4
217,71,237,22,0,695,141,84,4,17,4,0,4
485,21,250,11,0,2744,271,280,4,32,1,4,4
468,21,250,0,0,1507,37,71,0,0,1,0,4
303,21,250,11,0,1755,140,213,4,39,3,6,4
116,21,250,15,0,2286,313,264,4,29,1,5,3
126,21,250,25,0,1023,267,2,4,32,2,1,3
144,83,244,5,0,2152,342,312,4,39,3,0,4
569,83,244,25,0,2786,282,312,4,39,3,0,4
26,83,244,20,0,560,243,278,4,39,3,4,4
500,61,245,0,0,875,248,274,4,39,3,1,4
500,61,245,0,0,875,248,274,4,39,3,1,4
538,61,245,20,0,2067,261,265,4,39,3,1,4
500,61,245,0,0,875,248,274,4,39,3,1,4
125,61,245,11,0,1001,335,308,4,0,3,6,4
20,61,245,11,0,1000,261,247,4,0,3,1,4
538,61,245,20,0,2067,261,265,4,39,3,1,4
539,61,245,20,0,2090,261,265,4,39,3,0,4
2,61,245,20,0,378,267,264,4,0,1,1,3
92,149,125,0,0,2799,298,228,4,27,4,0,4
35,149,125,25,0,1257,211,205,4,0,1,6,4
63,149,125,9,0,1775,130,205,4,37,1,6,2
362,16,184,11,0,957,148,213,4,39,3,6,4
362,16,184,11,0,957,148,213,4,39,3,6,4
542,65,114,11,0,1037,218,261,4,0,3,6,4
593,65,114,25,0,6,231,273,4,39,3,4,4
556,65,114,22,0,1122,231,271,4,39,3,0,4
394,3,127,27,0,1773,120,114,4,32,6,4,3
140,229,218,27,0,2138,432,316,4,37,3,0,4
140,229,218,27,0,2138,432,316,4,37,3,0,4
183,108,166,1,0,2132,130,232,4,39,3,6,3
183,108,166,1,0,2132,130,232,4,39,3,6,3
278,108,166,20,0,1225,333,313,4,32,2,4,3
493,78,222,22,0,2061,218,247,4,39,3,6,4
336,78,222,0,0,1341,172,191,4,38,1,0,4
493,78,222,0,0,2061,218,247,4,39,3,6,4
336,78,222,0,0,1341,172,191,4,38,1,0,4
492,78,222,23,0,2106,206,247,4,39,3,0,4
266,78,222,20,0,2099,90,195,4,39,3,0,4
423,78,222,25,0,2745,206,255,4,38,3,6,4
331,23,220,0,0,1524,148,204,4,39,1,0,4
331,23,220,11,0,1036,148,204,4,0,3,6,4
331,23,220,0,0,1524,148,204,4,39,1,0,4
331,23,220,22,0,2113,148,204,4,39,3,0,4
410,23,220,9,0,2094,213,218,4,39,3,6,4
367,23,220,11,0,1042,185,213,4,39,3,1,4
333,192,204,23,0,559,207,167,4,30,2,6,3
191,236,172,11,0,271,20,43,4,0,1,0,4
194,209,126,22,0,466,47,55,4,39,3,1,3
449,209,126,22,0,889,98,207,4,0,1,0,3
468,209,126,26,0,1879,198,205,4,0,1,0,4
62,209,126,25,0,1645,399,302,4,39,3,0,0
468,209,126,23,0,1099,207,277,4,32,2,4,3
396,209,126,0,0,98,239,129,4,0,1,0,0
253,191,142,27,0,1606,48,46,4,39,3,4,4
415,191,142,0,0,59,189,129,4,0,1,0,0
485,50,161,20,0,1280,222,87,4,0,4,0,4
116,1,132,20,0,2033,324,277,4,0,1,0,4
311,53,210,11,0,200,129,191,4,39,3,1,4
558,247,236,26,0,2667,383,275,4,39,1,0,4
185,112,257,11,0,255,111,19,4,0,1,0,4
20,39,123,20,0,1591,395,1,4,0,1,4,0
20,39,123,0,0,1659,369,231,4,29,1,4,4
291,12,80,25,0,1674,91,125,4,0,1,4,4
91,12,80,11,0,1646,416,276,4,0,1,0,0
199,10,70,0,0,2031,73,111,4,0,6,0,3
182,123,270,0,0,2797,383,55,4,39,3,0,4
535,115,196,23,0,375,428,82,4,0,2,0,0
183,168,167,4,0,1747,39,187,4,25,1,1,4
485,32,113,25,0,1075,249,205,4,17,2,4,3
84,143,133,0,0,690,6,179,4,0,4,0,4
